case_group,schema,name1,name2,is_match,quality,category,notes
nk_unit_tests,Person,Michele Michaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity
nk_unit_tests,Person,Michele Nichaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity
nk_unit_tests,Person,Michele Nychaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity
nk_unit_tests,Person,Michele Mugaloo,Michaela Michelle Micheli,false,MEDIUM,duplicative_fps,test_duplicative_name_similarity
nk_unit_tests,Person,Michaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity
nk_unit_tests,Person,Michaela,Michelle Obama,false,MEDIUM,duplicative_fps,test_duplicative_name_similarity
nk_unit_tests,Person,Jan Daniel Bothma,RAZAFIMAHATRATRA Jean Daniel Christian,false,MEDIUM,jw_person_fps,test_person_name_jaro_winkler
nk_unit_tests,Person,Jan Daniel Bothma,JanDaniel Bothma,true,MEDIUM,jw_person_tps,test_person_name_jaro_winkler
nk_unit_tests,Company,Siemens AG,Siemens Aktiengesellschaft,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,Siemens AG,SiemensAG,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,Siemens AG,Siemens AkG,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,Good Will Company,Goodwill Company,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,Government of Estonia,Government of Ethiopia,false,MEDIUM,fingerprint_fps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,construction ltd,LLC CONSTRUCTION DREDGING COMPANY,false,MEDIUM,fingerprint_fps,test_name_fingerprint_levenshtein
nk_unit_tests,Company,CRYSTALORD LIMITED,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match
nk_unit_tests,Company,CRYSTALORD SYSTEMS LIMITED,CRYSTALORD LTD,false,MEDIUM,crystalord_fps,test_org_name_partial_match
nk_unit_tests,Company,CRYSTALORD,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match
nk_unit_tests,Company,CRISTALORD LIMITED,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match
nk_unit_tests,Company,faberlic,FABERLIC EUROPE Sp. z o.o.,true,MEDIUM,faberlic_tps,test_org_name_example_1
nk_unit_tests,Company,faberlick,FABERLIC EUROPE Sp. z o.o.,true,MEDIUM,faberlic_tps,test_org_name_example_1
nk_unit_tests,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JSC,true,MEDIUM,missiles_tps,test_org_name_example_2
nk_unit_tests,Company,TACTICAL MISSILES CORPORATION OJSC,TACTICAL MISSILES CORPORATION JSC,true,MEDIUM,missiles_tps,test_org_name_example_2
nk_unit_tests,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JOYNT STOCK COMPANY,true,MEDIUM,missiles_tps,test_org_name_example_2
nk_unit_tests,Company,Iskusstvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,MEDIUM,iskusstvo_tps,test_org_name_example_3
nk_unit_tests,Company,Iskustvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,MEDIUM,iskusstvo_tps,test_org_name_example_3
nk_unit_tests,Person,Shaikh Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,MEDIUM,arabic_tps,test_arabic_name_similarity
nk_unit_tests,Person,Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,MEDIUM,arabic_tps,test_arabic_name_similarity
nk_unit_tests,Person,John Smith,"Smith, John",true,MEDIUM,reorder_tps,test_name_match
nk_unit_tests,Person,Vladimir Putin,Vladimir Pudin,true,MEDIUM,putin_tps,test_heuristic_scoring
nk_unit_tests,Person,Hannibal,Hannibol,true,MEDIUM,single_tps,test_single_name
nk_unit_tests,Person,Hannibal,Hanniball,true,MEDIUM,single_tps,test_single_name
nk_unit_tests,Person,Michelle Michaela,Michelle Michi,true,MEDIUM,soundex_tps,test_soundex_name_comparison
nk_unit_tests,Person,Michelle Michaela,Donald Duck,false,MEDIUM,soundex_fps,test_soundex_name_comparison
synth_companies,Company,"Amazonis.com, Inc.","Amazon.com, Inc.",true,MEDIUM,LLM-proposed deviation,word substitution (real word collision)
synth_companies,Company,Wallmart Inc.,Walmart Inc.,true,MEDIUM,LLM-proposed deviation,doubled consonant
synth_companies,Company,State Grid Corporation of Chile,State Grid Corporation of China,true,MEDIUM,LLM-proposed deviation,geographic swap
synth_companies,Company,Saudi Arabian Gas Company,Saudi Arabian Oil Company,false,MEDIUM,LLM-proposed deviation,industry-word swap
synth_companies,Company,China National Pipeline Corporation,China National Petroleum Corporation,false,MEDIUM,LLM-proposed deviation,industry-word swap
synth_companies,Company,China Petromechanical Corporation,China Petrochemical Corporation,false,MEDIUM,LLM-proposed deviation,coined compound substitution
synth_companies,Company,Appel Inc.,Apple Inc.,true,MEDIUM,LLM-proposed deviation,phonetic-near surname (Dutch/German real word)
synth_companies,Company,Alphanet Inc.,Alphabet Inc.,true,MEDIUM,LLM-proposed deviation,word substitution
synth_companies,Company,"UnitedWealth Group, Inc.","UnitedHealth Group, Inc.",true,MEDIUM,LLM-proposed deviation,single-char sub flips meaning
synth_companies,Company,Berkshire Halloway Inc.,Berkshire Hathaway Inc.,false,MEDIUM,LLM-proposed deviation,phonetic-near surname
synth_companies,Company,CVC Health Corporation,CVS Health Corporation,true,MEDIUM,LLM-proposed deviation,acronym single-char sub (CVC is a real PE firm)
synth_companies,Company,Volkswerk Aktiengesellschaft,Volkswagen Aktiengesellschaft,false,MEDIUM,LLM-proposed deviation,German compound second-element swap
synth_companies,Company,Exxor Mobil Corporation,Exxon Mobil Corporation,true,MEDIUM,LLM-proposed deviation,single-char sub
synth_companies,Company,Vital Holding S.A.,Vitol Holding S.A.,true,MEDIUM,LLM-proposed deviation,one-letter shift to real word
synth_companies,Company,Schell plc,Shell plc,true,MEDIUM,LLM-proposed deviation,added consonant (real surname)
synth_companies,Company,China State Construction Equipment Corporation,China State Construction Engineering Corporation,false,MEDIUM,LLM-proposed deviation,domain-word swap
synth_companies,Company,Tayota Motor Corporation,Toyota Motor Corporation,true,MEDIUM,LLM-proposed deviation,vowel reorder
synth_companies,Company,McKenton Corporation,McKesson Corporation,true,MEDIUM,LLM-proposed deviation,plausible-alternate Scottish surname
synth_companies,Company,Macrosoft Corporation,Microsoft Corporation,true,MEDIUM,LLM-proposed deviation,prefix antonym (micro/macro)
synth_companies,Company,"Sencora, Inc.","Cencora, Inc.",true,MEDIUM,LLM-proposed deviation,initial-letter sub
synth_companies,Company,Trafalgura Group Pte. Ltd.,Trafigura Group Pte. Ltd.,true,MEDIUM,LLM-proposed deviation,internal vowel sub
synth_companies,Company,Cosco Wholesale Corporation,Costco Wholesale Corporation,true,MEDIUM,LLM-proposed deviation,dropped consonant (collides with real Cosco shipping)
synth_companies,Company,JPMorgon Chace & Co.,JPMorgan Chase & Co.,true,MEDIUM,LLM-proposed deviation,phonetic-near surname (Chace is a real surname)
synth_companies,Company,Industrial and Commercial Bank of Chad Limited,Industrial and Commercial Bank of China Limited,false,MEDIUM,LLM-proposed deviation,geographic swap
synth_companies,Company,TotalEnergias SE,TotalEnergies SE,true,MEDIUM,LLM-proposed deviation,Spanish-form pluralisation
synth_companies,Company,Glenmore plc,Glencore plc,true,MEDIUM,LLM-proposed deviation,Scottish-place-name sub (Glenmore is a real distillery)
synth_companies,Company,Invidia Corporation,NVIDIA Corporation,true,MEDIUM,LLM-proposed deviation,Latin word substitution
synth_companies,Company,BD p.l.c.,BP p.l.c.,false,MEDIUM,LLM-proposed deviation,two-letter ticker collision (BD = Becton Dickinson)
synth_companies,Company,"Cardinal Wealth, Inc.","Cardinal Health, Inc.",true,MEDIUM,LLM-proposed deviation,domain-word sub (Health/Wealth)
synth_companies,Company,Stellaris N.V.,Stellantis N.V.,true,MEDIUM,LLM-proposed deviation,truncated-and-substituted stem
synth_companies,Company,Chevon Corporation,Chevron Corporation,true,MEDIUM,LLM-proposed deviation,dropped consonant (Chevon is a real meat brand)
synth_companies,Company,China Construction Trust Corporation,China Construction Bank Corporation,false,WEAK,LLM-proposed deviation,sector-word swap (Bank/Trust)
synth_companies,Company,"Samsong Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",true,MEDIUM,LLM-proposed deviation,Korean-Romanisation vowel sub
synth_companies,Company,"Hon Wai Precision Industry Co., Ltd.","Hon Hai Precision Industry Co., Ltd.",true,MEDIUM,LLM-proposed deviation,plausible-alternate Cantonese name
synth_companies,Company,The Sigma Group,The Cigna Group,false,MEDIUM,LLM-proposed deviation,Greek-letter near-homophone
synth_companies,Company,Agriculture Bank of China Limited,Agricultural Bank of China Limited,true,MEDIUM,LLM-proposed deviation,morphological variant (noun/adjective)
synth_companies,Company,Schwartz Gruppe,Schwarz Gruppe,true,MEDIUM,LLM-proposed deviation,Yiddish/German surname-spelling collision
synth_companies,Company,China Railroad Engineering Corporation,China Railway Engineering Corporation,false,MEDIUM,LLM-proposed deviation,US/UK English synonym (Railroad/Railway)
synth_companies,Company,"Cargille, Incorporated","Cargill, Incorporated",true,MEDIUM,LLM-proposed deviation,French-orthography surname variant
synth_companies,Company,Fjord Motor Company,Ford Motor Company,true,MEDIUM,LLM-proposed deviation,Norse-word substitution (real word)
synth_companies,Company,Bank of Chima Limited,Bank of China Limited,true,MEDIUM,LLM-proposed deviation,one-letter geographic decoy
synth_companies,Company,Bank of Armenia Corporation,Bank of America Corporation,false,MEDIUM,LLM-proposed deviation,geographic swap (shared first phoneme)
synth_companies,Company,General Mortars Company,General Motors Company,true,MEDIUM,LLM-proposed deviation,phonetic-near common-noun (Motors/Mortars)
synth_companies,Company,"Elegance Health, Inc.","Elevance Health, Inc.",true,MEDIUM,LLM-proposed deviation,brand-stem one-letter shift to real word
synth_companies,Company,Berliner Motoren Werke Aktiengesellschaft,Bayerische Motoren Werke Aktiengesellschaft,false,STRONG,LLM-proposed deviation,German-region word swap (BMW expansion)
synth_companies,Company,Mercedes-Benn Group AG,Mercedes-Benz Group AG,true,MEDIUM,LLM-proposed deviation,final-consonant doubling
synth_companies,Company,"Beta Platforms, Inc.","Meta Platforms, Inc.",true,MEDIUM,LLM-proposed deviation,Greek-letter sub
synth_companies,Company,China Railway Constructors Corporation,China Railway Construction Corporation,false,WEAK,LLM-proposed deviation,nominalisation variant
synth_companies,Company,China Baowei Steel Group Corporation Limited,China Baowu Steel Group Corporation Limited,true,MEDIUM,LLM-proposed deviation,Pinyin syllable swap
synth_companies,Company,Citygroup Inc.,Citigroup Inc.,true,MEDIUM,LLM-proposed deviation,brand-stem English-spelling sub
synth_people,Person,Vladimir Pulin,Vladimir Putin,true,STRONG,LLM-proposed deviation,RU surname single-char sub (Latin)
synth_people,Person,VladimirPutin,Vladimir Putin,true,STRONG,Failed test,Missing space in name
synth_people,Person,Владимир Пулин,Владимир Путин,true,STRONG,LLM-proposed deviation,RU surname single-char sub (Cyrillic)
synth_people,Person,Xi Jinpeng,Xi Jinping,true,MEDIUM,LLM-proposed deviation,CN given-name vowel sub (Pinyin)
synth_people,Person,习近朋,习近平,false,MEDIUM,LLM-proposed deviation,CN given-name char sub (朋 péng vs 平 píng)
synth_people,Person,Kim Jong On,Kim Jong Un,true,MEDIUM,LLM-proposed deviation,KP given-name vowel sub (Latin)
synth_people,Person,김종은,김정은,false,MEDIUM,LLM-proposed deviation,KP given-name syllable sub (Hangul)
synth_people,Person,Lee Jae Hyung,Lee Jae Myung,true,MEDIUM,LLM-proposed deviation,KR given-name onset sub (Latin)
synth_people,Person,이재형,이재명,false,MEDIUM,LLM-proposed deviation,KR given-name syllable sub (Hangul)
synth_people,Person,Sanae Takaishi,Sanae Takaichi,true,MEDIUM,LLM-proposed deviation,JP surname plausible-alternate (Latin)
synth_people,Person,高石早苗,高市早苗,false,MEDIUM,LLM-proposed deviation,JP surname-character sub (Kanji 石 vs 市)
synth_people,Person,Benjamin Natanyahu,Benjamin Netanyahu,true,MEDIUM,LLM-proposed deviation,IL surname vowel sub (Latin)
synth_people,Person,בנימין נתניחו,בנימין נתניהו,true,MEDIUM,LLM-proposed deviation,IL surname char sub ה→ח (Hebrew)
synth_people,Person,Masoud Pezeshfar,Masoud Pezeshkian,false,MEDIUM,LLM-proposed deviation,IR surname-suffix swap (Latin)
synth_people,Person,مسعود پزشک‌فر,مسعود پزشکیان,false,MEDIUM,LLM-proposed deviation,IR surname-suffix swap (Persian)
synth_people,Person,Mohammed bin Sultan,Mohammed bin Salman,true,MEDIUM,LLM-proposed deviation,SA patronymic swap (Latin)
synth_people,Person,محمد بن سلطان,محمد بن سلمان,true,MEDIUM,LLM-proposed deviation,SA patronymic swap (Arabic)
synth_people,Person,Abdel Fattah el-Sirri,Abdel Fattah el-Sisi,true,MEDIUM,LLM-proposed deviation,EG surname consonant sub (Latin)
synth_people,Person,عبد الفتاح السري,عبد الفتاح السيسي,true,MEDIUM,LLM-proposed deviation,EG surname consonant sub (Arabic)
synth_people,Person,Kyriakos Mitsotakos,Kyriakos Mitsotakis,true,MEDIUM,LLM-proposed deviation,GR surname-ending -ος/-ης (Latin)
synth_people,Person,Κυριάκος Μητσοτάκος,Κυριάκος Μητσοτάκης,true,MEDIUM,LLM-proposed deviation,GR surname-ending -ος/-ης (Greek)
synth_people,Person,Narender Modi,Narendra Modi,true,MEDIUM,LLM-proposed deviation,IN given-name plausible-alternate (Latin)
synth_people,Person,नरेन्द्र मोडी,नरेन्द्र मोदी,true,MEDIUM,LLM-proposed deviation,IN surname retroflex/dental swap ड/द (Devanagari)
synth_people,Person,Vajiralongkron,Vajiralongkorn,true,MEDIUM,LLM-proposed deviation,TH royal-name vowel reorder (Latin)
synth_people,Person,วชิราลงกรน,วชิราลงกรณ,true,MEDIUM,LLM-proposed deviation,TH final-consonant sub น/ณ (Thai)
synth_people,Person,Aleksandar Vukić,Aleksandar Vučić,true,STRONG,LLM-proposed deviation,RS surname plausible-alternate Vukić (Latin)
synth_people,Person,Александар Вукић,Александар Вучић,true,MEDIUM,LLM-proposed deviation,RS surname plausible-alternate (Cyrillic)
synth_people,Person,Iliana Iordanova,Iliana Iotova,false,MEDIUM,LLM-proposed deviation,BG surname stem swap (Latin)
synth_people,Person,Илиана Йорданова,Илиана Йотова,false,MEDIUM,LLM-proposed deviation,BG surname stem swap (Cyrillic)
synth_people,Person,Alexander Lukashevich,Alexander Lukashenko,false,MEDIUM,LLM-proposed deviation,BY surname-suffix swap -evich/-enko (Latin)
synth_people,Person,Аляксандр Лукашэвіч,Аляксандр Лукашэнка,false,MEDIUM,LLM-proposed deviation,BY surname-suffix swap (Belarusian Cyrillic)
synth_people,Person,Ukhnaagiin Khürelchükh,Ukhnaagiin Khürelsükh,true,MEDIUM,LLM-proposed deviation,MN surname consonant sub (Latin)
synth_people,Person,Ухнаагийн Хүрэлчүх,Ухнаагийн Хүрэлсүх,true,MEDIUM,LLM-proposed deviation,MN surname consonant sub (Mongolian Cyrillic)
synth_people,Person,Mohammed Shamsuddin,Mohammed Shahabuddin,false,MEDIUM,LLM-proposed deviation,BD given-name stem swap (Latin)
synth_people,Person,মোহাম্মদ শামসুদ্দিন,মোহাম্মদ সাহাবুদ্দিন,false,MEDIUM,LLM-proposed deviation,BD given-name stem swap (Bengali)
synth_people,Person,Arif Ali Zardari,Asif Ali Zardari,true,MEDIUM,LLM-proposed deviation,PK given-name onset sub (Latin)
synth_people,Person,عارف علی زرداری,آصف علی زرداری,false,MEDIUM,LLM-proposed deviation,PK given-name onset sub (Urdu)
synth_people,Person,Kassym-Jomart Tukayev,Kassym-Jomart Tokayev,true,MEDIUM,LLM-proposed deviation,KZ surname vowel sub (Latin)
synth_people,Person,Қасым-Жомарт Тұқаев,Қасым-Жомарт Тоқаев,true,MEDIUM,LLM-proposed deviation,KZ surname vowel sub ұ/о (Kazakh Cyrillic)
synth_people,Person,Abiyot Ahmed,Abiy Ahmed,true,MEDIUM,LLM-proposed deviation,ET given-name plausible-alternate (Latin)
synth_people,Person,ዐቢዮት አሕመድ,ዐቢይ አሕመድ,true,MEDIUM,LLM-proposed deviation,ET given-name plausible-alternate (Amharic/Ge'ez)
synth_people,Person,Hun Manat,Hun Manet,true,MEDIUM,LLM-proposed deviation,KH given-name vowel sub (Latin)
synth_people,Person,ហ៊ុន ម៉ាណាត,ហ៊ុន ម៉ាណែត,true,MEDIUM,LLM-proposed deviation,KH given-name vowel sub (Khmer)
synth_people,Person,Mohammed Sherif al-Sudani,Mohammed Shia' al-Sudani,false,MEDIUM,LLM-proposed deviation,IQ given-name stem swap (Latin)
synth_people,Person,محمد شريف السوداني,محمد شياع السوداني,false,MEDIUM,LLM-proposed deviation,IQ given-name stem swap (Arabic)
synth_people,Person,Friedrich Mertz,Friedrich Merz,true,MEDIUM,LLM-proposed deviation,DE surname doubled-consonant (Mertz is real surname)
synth_people,Person,Emmanuel Marcon,Emmanuel Macron,true,MEDIUM,LLM-proposed deviation,FR surname vowel reorder
synth_people,Person,Giorgia Meleni,Giorgia Meloni,true,MEDIUM,LLM-proposed deviation,IT surname vowel sub
synth_people,Person,Pedro Sancho,Pedro Sánchez,false,MEDIUM,LLM-proposed deviation,ES surname truncation/sub (Sancho is real Spanish surname)
synth_people,Person,Viktor Orbach,Viktor Orbán,false,MEDIUM,LLM-proposed deviation,HU surname-ending swap to Germanic
synth_people,Person,Recep Tayyip Erdem,Recep Tayyip Erdoğan,false,MEDIUM,LLM-proposed deviation,TR surname truncation/sub (Erdem is real surname)
synth_people,Person,Javier Mihel,Javier Milei,true,MEDIUM,LLM-proposed deviation,AR surname plausible-alternate
synth_people,Person,Luiz Inácio Lula da Souza,Luiz Inácio Lula da Silva,false,MEDIUM,LLM-proposed deviation,BR surname swap to common Portuguese surname
synth_people,Person,Claudia Steinbaum,Claudia Sheinbaum,true,MEDIUM,LLM-proposed deviation,MX surname Yiddish/German collision
synth_people,Person,Prabowo Subandrio,Prabowo Subianto,false,MEDIUM,LLM-proposed deviation,ID surname collision with historical PM Subandrio
synth_people,Person,Keir Starkey,Keir Starmer,true,MEDIUM,LLM-proposed deviation,GB surname plausible-alternate (Starkey is real English surname)
synth_people,Person,Mark Cooney,Mark Carney,true,MEDIUM,LLM-proposed deviation,CA surname plausible-alternate (Cooney is real Irish-Canadian surname)
synth_people,Person,Anthony Albano,Anthony Albanese,false,MEDIUM,LLM-proposed deviation,AU surname truncation to real Italian surname Albano
synth_people,Person,Bart De Vries,Bart De Wever,false,MEDIUM,LLM-proposed deviation,BE surname swap to common Dutch surname
synth_people,Person,Anders Kristersson,Ulf Kristersson,false,MEDIUM,LLM-proposed deviation,SE given-name sub (Anders is common Swedish)
synth_people,Person,Jonas Gahr Stoltenberg,Jonas Gahr Støre,false,MEDIUM,LLM-proposed deviation,NO surname collision with prior Norwegian PM Stoltenberg
synth_people,Person,Pekka Orpo,Petteri Orpo,false,MEDIUM,LLM-proposed deviation,FI given-name sub (Pekka is common Finnish)
synth_people,Person,Mette Henriksen,Mette Frederiksen,false,MEDIUM,LLM-proposed deviation,DK surname swap to other Danish patronymic
synth_people,Person,Micheál Mahon,Micheál Martin,false,MEDIUM,LLM-proposed deviation,IE surname swap to other Irish surname (Mahon)
synth_people,Person,Daniel Tusk,Donald Tusk,false,MEDIUM,LLM-proposed deviation,PL given-name sub
synth_people,Person,Antonín Babiš,Andrej Babiš,false,MEDIUM,LLM-proposed deviation,CZ given-name sub (Antonín is common Czech)
synth_people,Person,Roman Fico,Robert Fico,false,MEDIUM,LLM-proposed deviation,SK given-name sub
synth_people,Person,Marcel Dan,Nicușor Dan,false,MEDIUM,LLM-proposed deviation,RO given-name sub (Marcel is real Romanian)
synth_people,Person,Ante Plenković,Andrej Plenković,false,MEDIUM,LLM-proposed deviation,HR given-name sub (Ante is common Croatian)
synth_people,Person,Luís Monteiro,Luís Montenegro,false,MEDIUM,LLM-proposed deviation,PT surname swap to related Portuguese surname Monteiro
synth_people,Person,Halla Jónsdóttir,Halla Tómasdóttir,false,MEDIUM,LLM-proposed deviation,IS patronymic swap (different father)
synth_people,Person,Christopher Luxford,Christopher Luxon,false,MEDIUM,LLM-proposed deviation,NZ surname plausible-alternate
synth_people,Person,Cyril Ramatlhodi,Cyril Ramaphosa,false,MEDIUM,LLM-proposed deviation,ZA surname collision with real SA politician (Ngoako Ramatlhodi)
synth_people,Person,Tunde Tinubu,Bola Tinubu,false,MEDIUM,LLM-proposed deviation,NG given-name sub (Tunde is common Yoruba)
synth_people,Person,William Mutua,William Ruto,false,MEDIUM,LLM-proposed deviation,KE surname swap to common Kenyan surname
synth_people,Person,Bassirou Diomaye Sarr,Bassirou Diomaye Faye,false,MEDIUM,LLM-proposed deviation,SN surname swap to common Senegalese surname
synth_people,Person,Manuel Díaz-Canel,Miguel Díaz-Canel,true,MEDIUM,LLM-proposed deviation,CU given-name sub
synth_people,Person,Bongbong Aquino,Bongbong Marcos,false,MEDIUM,LLM-proposed deviation,PH surname swap to opposing political-dynasty surname Aquino
synth_people,Person,Ahmad Ibrahim,Anwar Ibrahim,false,MEDIUM,LLM-proposed deviation,MY given-name sub (collides with historical SG politician Ahmad Ibrahim)
synth_people,Person,Wladimir Putin,Vladimir Putin,true,MEDIUM,LLM-proposed deviation,RU DE/PL transliteration of Cyrillic В (V/W)
synth_people,Person,Vladimir Vladimirovich Putin,Vladimir Putin,true,MEDIUM,LLM-proposed deviation,RU patronymic added
synth_people,Person,V. Putin,Vladimir Putin,true,MEDIUM,LLM-proposed deviation,RU given-name reduced to initial
synth_people,Person,Vladmir Putin,Vladimir Putin,true,MEDIUM,LLM-proposed deviation,tiny defect (missing i in given name)
synth_people,Person,Volodymyr Zelensky,Volodymyr Zelenskyy,true,MEDIUM,LLM-proposed deviation,UA single-y vs double-y romanisation
synth_people,Person,Wolodymyr Selenskyj,Volodymyr Zelenskyy,true,MEDIUM,LLM-proposed deviation,UA German transliteration (W-/S-/-yj)
synth_people,Person,Hsi Chin-ping,Xi Jinping,true,WEAK,LLM-proposed deviation,CN Wade-Giles vs Pinyin
synth_people,Person,Mao Tse-tung,Mao Zedong,true,MEDIUM,LLM-proposed deviation,CN Wade-Giles vs Pinyin (historical)
synth_people,Person,Mohamed bin Salman,Mohammed bin Salman,true,MEDIUM,LLM-proposed deviation,SA single-m vs double-m transliteration
synth_people,Person,Muhammad bin Salman,Mohammed bin Salman,true,MEDIUM,LLM-proposed deviation,SA Mu/Mo transliteration variants
synth_people,Person,Moammar Qaddafi,Muammar Gaddafi,true,MEDIUM,LLM-proposed deviation,LY competing Arabic transliterations
synth_people,Person,Usama bin Ladin,Osama bin Laden,true,STRONG,LLM-proposed deviation,SA UN-style vs media-style transliteration
synth_people,Person,Saddam Husayn,Saddam Hussein,true,MEDIUM,LLM-proposed deviation,IQ scholarly vs popular Arabic transliteration
synth_people,Person,Hasan Rohani,Hassan Rouhani,true,MEDIUM,LLM-proposed deviation,IR Persian transliteration variant
synth_people,Person,Bachar el-Assad,Bashar al-Assad,true,MEDIUM,LLM-proposed deviation,SY French vs English transliteration
synth_people,Person,Mahmood Ahmadinezhad,Mahmoud Ahmadinejad,true,MEDIUM,LLM-proposed deviation,IR Persian transliteration variant
synth_people,Person,Recep Tayyip Erdogan,Recep Tayyip Erdoğan,true,STRONG,LLM-proposed deviation,TR Turkish ğ stripped
synth_people,Person,Aleksandar Vucic,Aleksandar Vučić,true,STRONG,LLM-proposed deviation,RS diacritics stripped
synth_people,Person,Andrej Plenkovic,Andrej Plenković,true,MEDIUM,LLM-proposed deviation,HR diacritic stripped
synth_people,Person,Francois Hollande,François Hollande,true,MEDIUM,LLM-proposed deviation,FR cedilla stripped
synth_people,Person,Donlad Trump,Donald Trump,true,MEDIUM,LLM-proposed deviation,tiny defect (letter transposition al→la)
synth_people,Person,Olaf Schloz,Olaf Scholz,true,MEDIUM,LLM-proposed deviation,tiny defect (letter transposition ho→oh)
synth_people,Person,Anglea Merkel,Angela Merkel,true,MEDIUM,LLM-proposed deviation,tiny defect (letter transposition el→le)
synth_people,Person,Boris Jonson,Boris Johnson,true,MEDIUM,LLM-proposed deviation,tiny defect (missing h in surname)
synth_people,Person,Justin Trudoau,Justin Trudeau,true,MEDIUM,LLM-proposed deviation,tiny defect (letter transposition ea→oa)
synth_people,Person,"Putin, Vladimir",Vladimir Putin,true,STRONG,LLM-proposed deviation,RU last-first comma form
synth_people,Person,Sergey Viktorovich Lavrov,Sergey Lavrov,true,MEDIUM,LLM-proposed deviation,RU patronymic added
synth_people,Person,Sergey Viktorovich Lavrov,Sergey Borisovitch Lavrov,false,MEDIUM,Contradicting patronymics,
synth_people,Person,Kim Jong-un,Kim Jong Un,true,MEDIUM,LLM-proposed deviation,KP hyphenation + case in given name
synth_people,Person,Jean Marie Le Pen,Jean-Marie Le Pen,true,MEDIUM,LLM-proposed deviation,FR hyphen vs space in given name
synth_people,Person,Bibi Netanyahu,Benjamin Netanyahu,true,WEAK,LLM-proposed deviation,IL diminutive nickname (Bibi)
synth_companies,Company,"Bowne of Atlanta, Inc.","Bowne of Boston, Inc.",false,MEDIUM,LLM-proposed deviation,city qualifier swap
synth_companies,Company,"Bowne of Chicago, Inc.","Bowne of Cleveland, Inc.",false,MEDIUM,LLM-proposed deviation,city qualifier swap (shared C-)
synth_companies,Company,"Bowne of Dallas, L.P.","Bowne of Phoenix, Inc.",false,MEDIUM,LLM-proposed deviation,city qualifier + entity-form swap
synth_companies,Company,"Bowne of New York City, L.L.C.","Bowne of Los Angeles, Inc.",false,MEDIUM,LLM-proposed deviation,city qualifier swap
synth_companies,Company,"Bowne of South Bend, Inc.","Bowne of Boston, Inc.",false,MEDIUM,LLM-proposed deviation,city qualifier swap (shared S-/B-)
synth_companies,Company,"Bowne Global Solutions (France), S.A.R.L.","Bowne Global Solutions (Germany), G.m.b.H.",false,MEDIUM,LLM-proposed deviation,country qualifier swap
synth_companies,Company,"Bowne Global Solutions (Spain), S.L.","Bowne Global Solutions (Netherlands), B.V.",false,MEDIUM,LLM-proposed deviation,country qualifier swap
synth_companies,Company,"Bowne Global Solutions (Ireland), Ltd.","Bowne Global Solutions Japan, Inc.",false,MEDIUM,LLM-proposed deviation,country qualifier swap (paren vs unparen form)
synth_companies,Company,Bowne Global Solutions II (Sweden) AB,Bowne Global Solutions II (Finland) AB,false,MEDIUM,LLM-proposed deviation,country qualifier swap (with II marker shared)
synth_companies,Company,Bowne Global Solutions II (U.K.) Limited,"Bowne Global Solutions II Canada, Inc.",false,MEDIUM,LLM-proposed deviation,country qualifier swap on II series
synth_companies,Company,"Bowne Global Solutions, Inc.","Bowne Global Solutions II, Inc.",false,MEDIUM,LLM-proposed deviation,Roman-numeral series marker (original vs II)
synth_companies,Company,"Bowne International, S.A.R.L.",Bowne International de Mexico S.A. de C.V.,false,MEDIUM,LLM-proposed deviation,country qualifier addition
synth_companies,Company,"Bowne Business Solutions, Inc.","Bowne Business Enterprises, L.P.",false,MEDIUM,LLM-proposed deviation,functional-token swap (Solutions/Enterprises)
synth_companies,Company,"Bowne Enterprise Solutions, L.L.C.","Bowne Technology Enterprise, L.L.C.",false,MEDIUM,LLM-proposed deviation,functional-token reorder + swap
synth_companies,Company,"Bowne Litigation Solutions, L.P.","Bowne Solutions, L.L.C.",false,MEDIUM,LLM-proposed deviation,prefix-token addition
