case_group,case_id,schema,name1,name2,is_match,quality,category,notes,score,predicted_match,outcome
nk_checks,d27d29e3,LegalEntity,"BWI Industries, Inc.","BAE Industries, Inc.",true,MEDIUM,,,0.5000,false,FN
nk_checks,acb967e1,Company,"BAE Systems, Inc.","BAE Industries, Inc.",false,MEDIUM,,,0.6296,false,TN
nk_checks,0e94256b,Person,Allaidin Hussain ALWAN,Ahmad al-Hamidawi,false,MEDIUM,,,0.0000,false,TN
nk_checks,1834d88e,Organization,"Academy of Military Medical Sciences, Insitute of Medical Equipment","Academy of Military Medical Sciences, Institute of Micobiology and Epidemiology",false,MEDIUM,,,0.6773,false,TN
nk_checks,1ce61548,Company,Management Company,Westminister Management Company,false,MEDIUM,,,0.7500,true,FP
nk_checks,d6e1ce25,Company,Management Company 23,Management Company,false,MEDIUM,,,0.3659,false,TN
nk_checks,09a9b423,LegalEntity,Elois,Alice Costandina Titus,false,MEDIUM,,,0.0000,false,TN
nk_checks,1ea3db11,Person,Elois,Alice Costandina Titus,false,MEDIUM,,,0.0000,false,TN
nk_checks,078cd3f6,Company,Blinq Holdings Pty Ltd,Bailey Holdings Pty Ltd,false,MEDIUM,,,0.5000,false,TN
nk_checks,fc677510,Person,Ilie Bolojan,Monsieur Ilie-Gabril Bolojan,true,MEDIUM,,,0.9091,true,TP
nk_unit_tests,83c5de91,Person,John Doe,John Doe,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,1.0000,true,TP
nk_unit_tests,3405b51f,Person,John Doe,Juan Doe,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.5000,false,FN
nk_unit_tests,692c3aee,Person,John Doeburg,John Dowburg,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.8673,true,TP
nk_unit_tests,3c6d442e,Person,John Doe,John Down,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.5000,false,FN
nk_unit_tests,b429d61a,Person,Serei Lavrov,Sergei Lavrov,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9167,true,TP
nk_unit_tests,ac07623a,Person,Serej Lavrov,Сергей Викторович Лавров,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.8312,true,TP
nk_unit_tests,fd71cebd,Person,Ramimakhlouf,Rami Makhlouf,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9846,true,TP
nk_unit_tests,c70bd94f,Person,A Nazarbayev,Nursultan Naza,false,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.0000,false,TN
nk_unit_tests,8e854163,Person,Ted Doe,Theodore Doe,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.8222,true,TP
nk_unit_tests,d908245b,Person,باراك أوباما,محمد بن سلمان آل سعود,false,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.0000,false,TN
nk_unit_tests,c2d5527f,Company,OAO Gazprom,Gazprom JSC,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9176,true,TP
nk_unit_tests,5c075522,Company,OAO Gazprom,Gasprom JSC,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.7616,true,TP
nk_unit_tests,50cd090c,Company,OAO Gazprom,Open Joint Stock Company Gasprom,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.7616,true,TP
nk_unit_tests,3fa6978b,Company,Gazprom Neft JSC,Gazprom Neft OAO,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9417,true,TP
nk_unit_tests,be58c9b8,Company,LXC Aviation,LAU Aviation,false,STRONG,logic_v2_cases,test_logic_v2_cases.py CASES,0.4118,false,TN
nk_unit_tests,4e1d90db,Company,LXC Aviatio,LAU Aviation,false,STRONG,logic_v2_cases,test_logic_v2_cases.py CASES,0.4375,false,TN
nk_unit_tests,8ca27e5a,Company,LXC Aviation,L.X.C Aviation,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,1.0000,true,TP
nk_unit_tests,fe421cee,Company,L.X.C. Aviation,LAU Aviation,false,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.4118,false,TN
nk_unit_tests,9a361885,Company,OJSC TACTICAL KITTENS CORPORATION,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,false,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.5778,false,TN
nk_unit_tests,a78bc63e,Company,FABERLIC EUROPE,FABERLIC EUROPE Sp. z o.o.,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9346,true,TP
nk_unit_tests,5bb957d9,Organization,Brigade Fourty-four,Brigade 44,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.9350,true,TP
nk_unit_tests,1d3d0cf6,Vessel,Snow,SNOW,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,1.0000,true,TP
nk_unit_tests,1883de34,Vessel,Snow,Snoe,false,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.0000,false,TN
nk_unit_tests,35a337c4,Vessel,Snow Storm 1,Snow Stom 1,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.8403,true,TP
nk_unit_tests,dc0e2201,Vessel,Snow Storm 1,Snow Storm 2,true,MEDIUM,logic_v2_cases,test_logic_v2_cases.py CASES,0.5882,false,FN
nk_unit_tests,c08b2802,Person,Friedrich Lindenberg,Lars Friedrich Lindemann,false,MEDIUM,friedrich_fps,test_jaro_friedrich,0.4545,false,TN
nk_unit_tests,879eeb73,Person,Friedrich Lindenberg,Wolfgang Friedrich Ischinger,false,MEDIUM,friedrich_fps,test_jaro_friedrich,0.4545,false,TN
nk_unit_tests,d23645a9,Person,Friedrich Lindenberg,Gerhard Friedrich Karl Westdickenberg,false,MEDIUM,friedrich_fps,test_jaro_friedrich,0.4167,false,TN
nk_unit_tests,a301d633,Person,Friedrich Lindenberg,Klaus-Peter Friedrich Walter Schulze,false,MEDIUM,friedrich_fps,test_jaro_friedrich,0.3846,false,TN
nk_unit_tests,a51f8668,Person,Friedrich Lindenberg,Fridrich Lindenberg,true,MEDIUM,friedrich_tps,test_jaro_friedrich,0.9444,true,TP
nk_unit_tests,4fa9465b,Person,Friedrich Lindenberg,Fredrich Lindenberg,true,MEDIUM,friedrich_tps,test_jaro_friedrich,0.9444,true,TP
nk_unit_tests,6bc57b11,Person,Friedrich Lindenberg,Friedrich Lindenburg,true,MEDIUM,friedrich_tps,test_jaro_friedrich,0.9050,true,TP
nk_unit_tests,1507ccd3,Person,Friedrich Lindenberg,Friedrich Lyndenburg,true,MEDIUM,friedrich_tps,test_jaro_friedrich,0.8445,true,TP
nk_unit_tests,fae2faf5,Person,Frederik Richter,Frederick Matthias Benjamin Bolte,false,MEDIUM,frederik_fps,test_jaro_frederik,0.3750,false,TN
nk_unit_tests,8fa1debb,Person,Frederik Richter,Matthi Bolte-Richter,false,MEDIUM,frederik_fps,test_jaro_frederik,0.4545,false,TN
nk_unit_tests,6c503372,Person,Frederik Richter,Frank Richter,false,MEDIUM,frederik_fps,test_jaro_frederik,0.5000,false,TN
nk_unit_tests,a793823d,Person,Barack Obama,George Hussein Onyango Obama,false,MEDIUM,obama_fps,test_jaro_obamas,0.4167,false,TN
nk_unit_tests,d6e0f1dd,Person,Barack Obama,Barak Obama,true,MEDIUM,obama_tps,test_jaro_obamas,0.9167,true,TP
nk_unit_tests,13d05602,Person,Barack Obama,Barackk Obama,true,MEDIUM,obama_tps,test_jaro_obamas,0.9286,true,TP
nk_unit_tests,32bcb692,Person,Barack Obama,Michelle Obama,false,MEDIUM,obama_fps,test_jaro_obamas,0.5000,false,TN
nk_unit_tests,86fa9f6d,Person,Michelle Obama,Marie-Thérèse Obama,false,MEDIUM,obama_fps,test_jaro_obamas,0.4545,false,TN
nk_unit_tests,e0a816f5,Person,Pol Pot,Paul Murphy,false,MEDIUM,pol_fps,test_jaro_pol,0.4500,false,TN
nk_unit_tests,f9787ce2,Person,Pol Pot,Paul Mitchell,false,MEDIUM,pol_fps,test_jaro_pol,0.4500,false,TN
nk_unit_tests,516df527,Person,Pol Pot,Pot Pouv,false,MEDIUM,pol_fps,test_jaro_pol,0.5000,false,TN
nk_unit_tests,2af8869b,Person,Sergejs Lavrovs,Sergey Viktorovich LAVROV,true,MEDIUM,lavrov_tps,test_jaro_lavrov,0.7876,true,TP
nk_unit_tests,57d1a4a5,Person,Thomas Lindemann,Jeremy Thomas England,false,MEDIUM,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,3b0a9e47,Person,Thomas Lindemann,Niranjan Thomas Alva,false,MEDIUM,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,fa660f4c,Person,Thomas Lindemann,Iain Thomas Rankin,false,MEDIUM,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,d1cb9eb8,Person,Michelle Michaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity,0.9091,true,TP
nk_unit_tests,59d68634,Person,Michele Michaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity,0.8485,true,TP
nk_unit_tests,5f5b08f4,Person,Michele Nichaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity,0.7531,true,TP
nk_unit_tests,6f459879,Person,Michele Nychaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity,0.6864,false,FN
nk_unit_tests,09f42754,Person,Michele Mugaloo,Michaela Michelle Micheli,false,MEDIUM,duplicative_fps,test_duplicative_name_similarity,0.4040,false,TN
nk_unit_tests,5c441fb7,Person,Michaela,Michaela Michelle Micheli,true,MEDIUM,duplicative_tps,test_duplicative_name_similarity,0.7143,true,TP
nk_unit_tests,dc293452,Person,Michaela,Michelle Obama,false,MEDIUM,duplicative_fps,test_duplicative_name_similarity,0.0000,false,TN
nk_unit_tests,9b94d1e7,Person,Jan Daniel Bothma,RAZAFIMAHATRATRA Jean Daniel Christian,false,MEDIUM,jw_person_fps,test_person_name_jaro_winkler,0.5625,false,TN
nk_unit_tests,1e8490b5,Person,Jan Daniel Bothma,JanDaniel Bothma,true,MEDIUM,jw_person_tps,test_person_name_jaro_winkler,0.9900,true,TP
nk_unit_tests,3eb56801,Company,Siemens AG,Siemens Aktiengesellschaft,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein,1.0000,true,TP
nk_unit_tests,02081cb0,Company,Siemens AG,SiemensAG,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein,0.9800,true,TP
nk_unit_tests,fe0adf5c,Company,Siemens AG,Siemens AkG,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein,0.5000,false,FN
nk_unit_tests,5197fa72,Company,Good Will Company,Goodwill Company,true,MEDIUM,fingerprint_tps,test_name_fingerprint_levenshtein,0.9829,true,TP
nk_unit_tests,0978bf12,Company,Government of Estonia,Government of Ethiopia,false,MEDIUM,fingerprint_fps,test_name_fingerprint_levenshtein,0.2308,false,TN
nk_unit_tests,9c41f88b,Company,construction ltd,LLC CONSTRUCTION DREDGING COMPANY,false,MEDIUM,fingerprint_fps,test_name_fingerprint_levenshtein,0.7241,true,FP
nk_unit_tests,91353c34,Company,CRYSTALORD LIMITED,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match,1.0000,true,TP
nk_unit_tests,fc10c585,Company,CRYSTALORD SYSTEMS LIMITED,CRYSTALORD LTD,false,MEDIUM,crystalord_fps,test_org_name_partial_match,0.7522,true,FP
nk_unit_tests,b33eab5d,Company,CRYSTALORD,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match,0.8772,true,TP
nk_unit_tests,eef0f2b8,Company,CRISTALORD LIMITED,CRYSTALORD LTD,true,MEDIUM,crystalord_tps,test_org_name_partial_match,0.9205,true,TP
nk_unit_tests,fcbd9cd1,Company,faberlic,FABERLIC EUROPE Sp. z o.o.,true,MEDIUM,faberlic_tps,test_org_name_example_1,0.7463,true,TP
nk_unit_tests,9db4fc2d,Company,faberlick,FABERLIC EUROPE Sp. z o.o.,true,MEDIUM,faberlic_tps,test_org_name_example_1,0.6486,false,FN
nk_unit_tests,36cbd812,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JSC,true,MEDIUM,missiles_tps,test_org_name_example_2,1.0000,true,TP
nk_unit_tests,826bb48e,Company,TACTICAL MISSILES CORPORATION OJSC,TACTICAL MISSILES CORPORATION JSC,true,MEDIUM,missiles_tps,test_org_name_example_2,0.9533,true,TP
nk_unit_tests,80ab85f6,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JOYNT STOCK COMPANY,true,MEDIUM,missiles_tps,test_org_name_example_2,0.6319,false,FN
nk_unit_tests,9e0014c3,Company,Iskusstvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,MEDIUM,iskusstvo_tps,test_org_name_example_3,0.9346,true,TP
nk_unit_tests,6370aa8b,Company,Iskustvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,MEDIUM,iskusstvo_tps,test_org_name_example_3,0.8879,true,TP
nk_unit_tests,14d475ec,Person,Shaikh Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,MEDIUM,arabic_tps,test_arabic_name_similarity,1.0000,true,TP
nk_unit_tests,91212c94,Person,Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,MEDIUM,arabic_tps,test_arabic_name_similarity,0.9772,true,TP
nk_unit_tests,d3fe4aa9,Person,John Smith,"Smith, John",true,MEDIUM,reorder_tps,test_name_match,1.0000,true,TP
nk_unit_tests,3b30cf44,Person,Vladimir Putin,Vladimir Pudin,true,MEDIUM,putin_tps,test_heuristic_scoring,0.8200,true,TP
nk_unit_tests,ad79f3e8,Person,Hannibal,Hannibol,true,MEDIUM,single_tps,test_single_name,0.7656,true,TP
nk_unit_tests,739854b9,Person,Hannibal,Hanniball,true,MEDIUM,single_tps,test_single_name,0.8889,true,TP
nk_unit_tests,c7b7a46d,Person,Michelle Michaela,Michelle Michi,true,MEDIUM,soundex_tps,test_soundex_name_comparison,0.5000,false,FN
nk_unit_tests,b0b3bb28,Person,Michelle Michaela,Donald Duck,false,MEDIUM,soundex_fps,test_soundex_name_comparison,0.0000,false,TN
synth_companies,b173e865,Company,"Amazonis.com, Inc.","Amazon.com, Inc.",true,MEDIUM,LLM-proposed deviation,word substitution (real word collision),0.8930,true,TP
synth_companies,17a6908c,Company,Wallmart Inc.,Walmart Inc.,true,MEDIUM,LLM-proposed deviation,doubled consonant,0.9265,true,TP
synth_companies,9f07d381,Company,State Grid Corporation of Chile,State Grid Corporation of China,true,MEDIUM,LLM-proposed deviation,geographic swap,0.6970,false,FN
synth_companies,80870c3e,Company,Saudi Arabian Gas Company,Saudi Arabian Oil Company,false,MEDIUM,LLM-proposed deviation,industry-word swap,0.6970,false,TN
synth_companies,7a08ad43,Company,China National Pipeline Corporation,China National Petroleum Corporation,false,MEDIUM,LLM-proposed deviation,industry-word swap,0.5833,false,TN
synth_companies,79457826,Company,China Petromechanical Corporation,China Petrochemical Corporation,false,MEDIUM,LLM-proposed deviation,coined compound substitution,0.5238,false,TN
synth_companies,010cf7f1,Company,Appel Inc.,Apple Inc.,true,MEDIUM,LLM-proposed deviation,phonetic-near surname (Dutch/German real word),0.7882,true,TP
synth_companies,a65e7f04,Company,Alphanet Inc.,Alphabet Inc.,true,MEDIUM,LLM-proposed deviation,word substitution,0.8621,true,TP
synth_companies,efd5879c,Company,"UnitedWealth Group, Inc.","UnitedHealth Group, Inc.",true,MEDIUM,LLM-proposed deviation,single-char sub flips meaning,0.9201,true,TP
synth_companies,0329852b,Company,Berkshire Halloway Inc.,Berkshire Hathaway Inc.,false,MEDIUM,LLM-proposed deviation,phonetic-near surname,0.6296,false,TN
synth_companies,63c88fb2,Company,CVC Health Corporation,CVS Health Corporation,true,MEDIUM,LLM-proposed deviation,acronym single-char sub (CVC is a real PE firm),0.5000,false,FN
synth_companies,fb197daf,Company,Volkswerk Aktiengesellschaft,Volkswagen Aktiengesellschaft,false,MEDIUM,LLM-proposed deviation,German compound second-element swap,0.4118,false,TN
synth_companies,2e1a5888,Company,Exxor Mobil Corporation,Exxon Mobil Corporation,true,MEDIUM,LLM-proposed deviation,single-char sub,0.8671,true,TP
synth_companies,0ef833d4,Company,Vital Holding S.A.,Vitol Holding S.A.,true,MEDIUM,LLM-proposed deviation,one-letter shift to real word,0.8200,true,TP
synth_companies,301ed773,Company,Schell plc,Shell plc,true,MEDIUM,LLM-proposed deviation,added consonant (real surname),0.9020,true,TP
synth_companies,03401615,Company,China State Construction Equipment Corporation,China State Construction Engineering Corporation,false,MEDIUM,LLM-proposed deviation,domain-word swap,0.6774,false,TN
synth_companies,6fcdfd46,Company,Tayota Motor Corporation,Toyota Motor Corporation,true,MEDIUM,LLM-proposed deviation,vowel reorder,0.8846,true,TP
synth_companies,5a8e551b,Company,McKenton Corporation,McKesson Corporation,true,MEDIUM,LLM-proposed deviation,plausible-alternate Scottish surname,0.6635,false,FN
synth_companies,0f48b025,Company,Macrosoft Corporation,Microsoft Corporation,true,MEDIUM,LLM-proposed deviation,prefix antonym (micro/macro),0.8386,true,TP
synth_companies,bfaca36d,Company,"Sencora, Inc.","Cencora, Inc.",true,MEDIUM,LLM-proposed deviation,initial-letter sub,0.8439,true,TP
synth_companies,28254759,Company,Trafalgura Group Pte. Ltd.,Trafigura Group Pte. Ltd.,true,MEDIUM,LLM-proposed deviation,internal vowel sub,0.8556,true,TP
synth_companies,2ae4f99c,Company,Cosco Wholesale Corporation,Costco Wholesale Corporation,true,MEDIUM,LLM-proposed deviation,dropped consonant (collides with real Cosco shipping),0.9379,true,TP
synth_companies,d24457fd,Company,JPMorgon Chace & Co.,JPMorgan Chase & Co.,true,MEDIUM,LLM-proposed deviation,phonetic-near surname (Chace is a real surname),0.7522,true,TP
synth_companies,5ff50bb6,Company,Industrial and Commercial Bank of Chad Limited,Industrial and Commercial Bank of China Limited,false,MEDIUM,LLM-proposed deviation,geographic swap,0.7872,true,FP
synth_companies,43dd6128,Company,TotalEnergias SE,TotalEnergies SE,true,MEDIUM,LLM-proposed deviation,Spanish-form pluralisation,0.9130,true,TP
synth_companies,b838460e,Company,Glenmore plc,Glencore plc,true,MEDIUM,LLM-proposed deviation,Scottish-place-name sub (Glenmore is a real distillery),0.8621,true,TP
synth_companies,6de2e78a,Company,Invidia Corporation,NVIDIA Corporation,true,MEDIUM,LLM-proposed deviation,Latin word substitution,0.8901,true,TP
synth_companies,32a0c054,Company,BD p.l.c.,BP p.l.c.,true,MEDIUM,LLM-proposed deviation,two-letter ticker collision (BD = Becton Dickinson),0.4118,false,FN
synth_companies,f949679e,Company,"Cardinal Wealth, Inc.","Cardinal Health, Inc.",true,MEDIUM,LLM-proposed deviation,domain-word sub (Health/Wealth),0.8868,true,TP
synth_companies,9dd03591,Company,Stellaris N.V.,Stellantis N.V.,true,MEDIUM,LLM-proposed deviation,truncated-and-substituted stem,0.8301,true,TP
synth_companies,e38a1fb2,Company,Chevon Corporation,Chevron Corporation,true,MEDIUM,LLM-proposed deviation,dropped consonant (Chevon is a real meat brand),0.8901,true,TP
synth_companies,1e09a6bb,Company,China Construction Trust Corporation,China Construction Bank Corporation,false,WEAK,LLM-proposed deviation,sector-word swap (Bank/Trust),0.7031,true,FP
synth_companies,099c3673,Company,"Samsong Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",true,MEDIUM,LLM-proposed deviation,Korean-Romanisation vowel sub,0.9208,true,TP
synth_companies,9dc88ec2,Company,"Hon Wai Precision Industry Co., Ltd.","Hon Hai Precision Industry Co., Ltd.",true,MEDIUM,LLM-proposed deviation,plausible-alternate Cantonese name,0.7500,true,TP
synth_companies,3b6710ee,Company,The Sigma Group,The Cigna Group,true,MEDIUM,LLM-proposed deviation,Greek-letter near-homophone,0.2308,false,FN
synth_companies,f21e50b4,Company,Agriculture Bank of China Limited,Agricultural Bank of China Limited,true,MEDIUM,LLM-proposed deviation,morphological variant (noun/adjective),0.9806,true,TP
synth_companies,96f4fd71,Company,Schwartz Gruppe,Schwarz Gruppe,true,MEDIUM,LLM-proposed deviation,Yiddish/German surname-spelling collision,0.9444,true,TP
synth_companies,342028a3,Company,China Railroad Engineering Corporation,China Railway Engineering Corporation,false,MEDIUM,LLM-proposed deviation,US/UK English synonym (Railroad/Railway),0.6429,false,TN
synth_companies,306b2215,Company,"Cargille, Incorporated","Cargill, Incorporated",true,MEDIUM,LLM-proposed deviation,French-orthography surname variant,0.9265,true,TP
synth_companies,03fb72bd,Company,Fjord Motor Company,Ford Motor Company,true,MEDIUM,LLM-proposed deviation,Norse-word substitution (real word),0.9275,true,TP
synth_companies,59cc256b,Company,Bank of Chima Limited,Bank of China Limited,true,MEDIUM,LLM-proposed deviation,one-letter geographic decoy,0.9014,true,TP
synth_companies,e629519b,Company,Bank of Armenia Corporation,Bank of America Corporation,false,MEDIUM,LLM-proposed deviation,geographic swap (shared first phoneme),0.8380,true,FP
synth_companies,c5b9dc8b,Company,General Mortars Company,General Motors Company,true,MEDIUM,LLM-proposed deviation,phonetic-near common-noun (Motors/Mortars),0.3750,false,FN
synth_companies,7bc64a3c,Company,"Elegance Health, Inc.","Elevance Health, Inc.",true,MEDIUM,LLM-proposed deviation,brand-stem one-letter shift to real word,0.9023,true,TP
synth_companies,5754bdd0,Company,Berliner Motoren Werke Aktiengesellschaft,Bayerische Motoren Werke Aktiengesellschaft,false,STRONG,LLM-proposed deviation,German-region word swap (BMW expansion),0.7297,true,FP
synth_companies,61fed6df,Company,Mercedes-Benn Group AG,Mercedes-Benz Group AG,true,MEDIUM,LLM-proposed deviation,final-consonant doubling,0.6667,false,FN
synth_companies,9351c8a1,Company,"Beta Platforms, Inc.","Meta Platforms, Inc.",true,MEDIUM,LLM-proposed deviation,Greek-letter sub,0.8667,true,TP
synth_companies,f3d73f48,Company,China Railway Constructors Corporation,China Railway Construction Corporation,false,WEAK,LLM-proposed deviation,nominalisation variant,0.8909,true,FP
synth_companies,4700e651,Company,China Baowei Steel Group Corporation Limited,China Baowu Steel Group Corporation Limited,true,MEDIUM,LLM-proposed deviation,Pinyin syllable swap,0.7368,true,TP
synth_companies,0a55f724,Company,Citygroup Inc.,Citigroup Inc.,true,MEDIUM,LLM-proposed deviation,brand-stem English-spelling sub,0.9121,true,TP
synth_people,d5c3cc6f,Person,Vladimir Pulin,Vladimir Putin,true,STRONG,LLM-proposed deviation,RU surname single-char sub (Latin),0.8200,true,TP
synth_people,f9aa11e9,Person,VladimirPutin,Vladimir Putin,true,STRONG,Failed test,Missing space in name,0.9857,true,TP
synth_people,bcded9dc,Person,Владимир Пулин,Владимир Путин,true,STRONG,LLM-proposed deviation,RU surname single-char sub (Cyrillic),0.8200,true,TP
synth_people,bad9c0e0,Person,Xi Jinpeng,Xi Jinping,true,MEDIUM,LLM-proposed deviation,CN given-name vowel sub (Pinyin),0.9050,true,TP
synth_people,188f01ce,Person,习近朋,习近平,false,MEDIUM,LLM-proposed deviation,CN given-name char sub (朋 péng vs 平 píng),0.0000,false,TN
synth_people,655943e2,Person,Kim Jong On,Kim Jong Un,true,MEDIUM,LLM-proposed deviation,KP given-name vowel sub (Latin),0.9667,true,TP
synth_people,cbce0094,Person,김종은,김정은,false,MEDIUM,LLM-proposed deviation,KP given-name syllable sub (Hangul),0.9091,true,FP
synth_people,d8fc098d,Person,Lee Jae Hyung,Lee Jae Myung,true,MEDIUM,LLM-proposed deviation,KR given-name onset sub (Latin),0.8800,true,TP
synth_people,378fea3f,Person,이재형,이재명,false,MEDIUM,LLM-proposed deviation,KR given-name syllable sub (Hangul),0.8100,true,FP
synth_people,eb314e65,Person,Sanae Takaishi,Sanae Takaichi,true,MEDIUM,LLM-proposed deviation,JP surname plausible-alternate (Latin),0.8828,true,TP
synth_people,f3310dea,Person,高石早苗,高市早苗,false,MEDIUM,LLM-proposed deviation,JP surname-character sub (Kanji 石 vs 市),0.0000,false,TN
synth_people,55851428,Person,Benjamin Natanyahu,Benjamin Netanyahu,true,MEDIUM,LLM-proposed deviation,IL surname vowel sub (Latin),0.8951,true,TP
synth_people,77d8e97d,Person,בנימין נתניחו,בנימין נתניהו,true,MEDIUM,LLM-proposed deviation,IL surname char sub ה→ח (Hebrew),0.8472,true,TP
synth_people,06a82c3f,Person,Masoud Pezeshfar,Masoud Pezeshkian,false,MEDIUM,LLM-proposed deviation,IR surname-suffix swap (Latin),0.5000,false,TN
synth_people,5f4b2750,Person,مسعود پزشک‌فر,مسعود پزشکیان,false,MEDIUM,LLM-proposed deviation,IR surname-suffix swap (Persian),0.5000,false,TN
synth_people,2a3a3a11,Person,Mohammed bin Sultan,Mohammed bin Salman,true,MEDIUM,LLM-proposed deviation,SA patronymic swap (Latin),0.6667,false,FN
synth_people,7b34166a,Person,محمد بن سلطان,محمد بن سلمان,true,MEDIUM,LLM-proposed deviation,SA patronymic swap (Arabic),0.8800,true,TP
synth_people,77d11cf1,Person,Abdel Fattah el-Sirri,Abdel Fattah el-Sisi,true,MEDIUM,LLM-proposed deviation,EG surname consonant sub (Latin),0.6667,false,FN
synth_people,50ae6266,Person,عبد الفتاح السري,عبد الفتاح السيسي,true,MEDIUM,LLM-proposed deviation,EG surname consonant sub (Arabic),0.5000,false,FN
synth_people,b2d30b5e,Person,Kyriakos Mitsotakos,Kyriakos Mitsotakis,true,MEDIUM,LLM-proposed deviation,GR surname-ending -ος/-ης (Latin),0.9050,true,TP
synth_people,bbaa30e8,Person,Κυριάκος Μητσοτάκος,Κυριάκος Μητσοτάκης,true,MEDIUM,LLM-proposed deviation,GR surname-ending -ος/-ης (Greek),0.9050,true,TP
synth_people,c592cbcb,Person,Narender Modi,Narendra Modi,true,MEDIUM,LLM-proposed deviation,IN given-name plausible-alternate (Latin),0.7812,true,TP
synth_people,fd43dd7d,Person,नरेन्द्र मोडी,नरेन्द्र मोदी,true,MEDIUM,LLM-proposed deviation,IN surname retroflex/dental swap ड/द (Devanagari),0.5000,false,FN
synth_people,c3c86c7d,Person,Vajiralongkron,Vajiralongkorn,true,MEDIUM,LLM-proposed deviation,TH royal-name vowel reorder (Latin),0.8622,true,TP
synth_people,fa4d833a,Person,วชิราลงกรน,วชิราลงกรณ,true,MEDIUM,LLM-proposed deviation,TH final-consonant sub น/ณ (Thai),0.7901,true,TP
synth_people,a8e80649,Person,Aleksandar Vukić,Aleksandar Vučić,true,STRONG,LLM-proposed deviation,RS surname plausible-alternate Vukić (Latin),0.8698,true,TP
synth_people,aa38bbd5,Person,Александар Вукић,Александар Вучић,true,MEDIUM,LLM-proposed deviation,RS surname plausible-alternate (Cyrillic),0.8698,true,TP
synth_people,c7cd17c0,Person,Iliana Iordanova,Iliana Iotova,false,MEDIUM,LLM-proposed deviation,BG surname stem swap (Latin),0.5000,false,TN
synth_people,ae6f7bfc,Person,Илиана Йорданова,Илиана Йотова,false,MEDIUM,LLM-proposed deviation,BG surname stem swap (Cyrillic),0.5000,false,TN
synth_people,0044b23c,Person,Alexander Lukashevich,Alexander Lukashenko,false,MEDIUM,LLM-proposed deviation,BY surname-suffix swap -evich/-enko (Latin),0.5000,false,TN
synth_people,ed425417,Person,Аляксандр Лукашэвіч,Аляксандр Лукашэнка,false,MEDIUM,LLM-proposed deviation,BY surname-suffix swap (Belarusian Cyrillic),0.5000,false,TN
